wiki,title,length,unit,over_threshold
it.wikipedia.org,Soiano del Lago,24,words,False
it.wikipedia.org,Sono un fan,26,words,False
it.wikipedia.org,Taupatie,28,words,False
it.wikipedia.org,Alta Madera,9,words,False
it.wikipedia.org,Ballarò (Palermo),21,words,False
it.wikipedia.org,Barbuda,52,words,False
it.wikipedia.org,Casalinga di Voghera,256,words,False
it.wikipedia.org,David Parry,30,words,False
it.wikipedia.org,David Smith (pallavolista),14,words,False
it.wikipedia.org,Gaio Valerio Catullo,69,words,False
it.wikipedia.org,Hans Jørgen Darre-Jenssen,19,words,False
it.wikipedia.org,"His Friend, the Undertaker",14,words,False
it.wikipedia.org,Jordan Valeriote,41,words,False
it.wikipedia.org,Monumento a Carlo Goldoni (Firenze),25,words,False
it.wikipedia.org,Ol'ga Šunejkina,24,words,False
it.wikipedia.org,Pile of Skulls,16,words,False
it.wikipedia.org,Propaganda (Sparks),15,words,False
it.wikipedia.org,Rachel Harrison,17,words,False
it.wikipedia.org,Rodrigo Lemos,17,words,False
it.wikipedia.org,Rokytnice nad Rokytnou,23,words,False
it.wikipedia.org,SpaceX Crew-13,122,words,False
it.wikipedia.org,Strada europea E38,25,words,False
it.wikipedia.org,Thomas White,53,words,False
it.wikipedia.org,985,12,words,False
it.wikipedia.org,Beliziano-americani,27,words,False
it.wikipedia.org,Campionati del mondo di ciclismo su strada 2022 - Cronometro femminile Under-23,104,words,False
it.wikipedia.org,Cratere Princeton,8,words,False
it.wikipedia.org,Denny Holman,16,words,False
it.wikipedia.org,Dzn,10,words,False
it.wikipedia.org,Herohalli,40,words,False
it.wikipedia.org,Issum,28,words,False
it.wikipedia.org,Lapageria rosea,32,words,False
it.wikipedia.org,Lilian Brassier,13,words,False
it.wikipedia.org,Livio Bacchi Wilcock,19,words,False
it.wikipedia.org,MaDonal,311,words,True
it.wikipedia.org,Madison (Mississippi),18,words,False
it.wikipedia.org,Mount Victory,17,words,False
it.wikipedia.org,Néstor García,17,words,False
it.wikipedia.org,Saverio D'Eugenio,7,words,False
it.wikipedia.org,Società di servizio sociale missionario,21,words,False
it.wikipedia.org,Teoria della stima,170,words,False
it.wikipedia.org,Tragedia del Green Cross,55,words,False
it.wikipedia.org,Verrucano Lombardo,117,words,False
it.wikipedia.org,A Breath Taking Guy/(The Man with the) Rock and Roll Banjo Band,24,words,False
it.wikipedia.org,Abraham Alexander,19,words,False
it.wikipedia.org,Adenoviridae,39,words,False
it.wikipedia.org,Amoco,28,words,False
it.wikipedia.org,Andelarre,18,words,False
it.wikipedia.org,Arbnor Muçolli,21,words,False
it.wikipedia.org,Atella (città antica),107,words,False
it.wikipedia.org,Bears,23,words,False
it.wikipedia.org,Bergheim (Troisdorf),18,words,False
it.wikipedia.org,Emily Andras,36,words,False
it.wikipedia.org,Get Ya Mind Correct,46,words,False
it.wikipedia.org,Ghetto D,106,words,False
it.wikipedia.org,Harri Larva,35,words,False
it.wikipedia.org,Il dubbio (film 2008),83,words,False
it.wikipedia.org,Liaoning (portaerei),97,words,False
it.wikipedia.org,Pattara Piyapatrakitti,19,words,False
it.wikipedia.org,Salvator mundi (Tiziano),26,words,False
it.wikipedia.org,Ulrika Nordberg,8,words,False
it.wikipedia.org,Walter Frank,23,words,False
it.wikipedia.org,Ágora,78,words,False
it.wikipedia.org,Amaro dell'Etna,29,words,False
it.wikipedia.org,Anna Jurčenková,10,words,False
it.wikipedia.org,Claude Brasseur,22,words,False
it.wikipedia.org,Dialetti italiani centromeridionali,44,words,False
it.wikipedia.org,Episodi di Julia - Eine ungewöhnliche Frau (terza stagione),30,words,False
it.wikipedia.org,Gian Paolo Guidetti,13,words,False
it.wikipedia.org,Guglielmo Raimondo I di Moncada,37,words,False
it.wikipedia.org,Gunna (rapper),15,words,False
it.wikipedia.org,Hannes Grossmann,10,words,False
it.wikipedia.org,Mickey Walker,105,words,False
it.wikipedia.org,Museo mineralogico campano,40,words,False
it.wikipedia.org,Nais Lago,19,words,False
it.wikipedia.org,Paramuricea,11,words,False
it.wikipedia.org,Robert Frank (personaggio),49,words,False
it.wikipedia.org,Robert Koldewey,42,words,False
it.wikipedia.org,Royal Antwerp Football Club,134,words,False
it.wikipedia.org,Screamo,67,words,False
it.wikipedia.org,Tessera (esogeologia),57,words,False
it.wikipedia.org,The Drugs Don't Work,28,words,False
it.wikipedia.org,"252ª Divisione ""Sinai""",47,words,False
it.wikipedia.org,Cicerone (casa editrice),60,words,False
it.wikipedia.org,Come Early Morning,17,words,False
it.wikipedia.org,Eaux-Puiseaux,17,words,False
it.wikipedia.org,Edwin Wood,23,words,False
it.wikipedia.org,Entente Sportive Le Cannet-Rocheville Volley-Ball 2011-2012,17,words,False
it.wikipedia.org,LEGO Ninjago: Nindroids,64,words,False
it.wikipedia.org,La signora del West,52,words,False
it.wikipedia.org,Labyrinth (videogioco 1986),97,words,False
it.wikipedia.org,Lower Saloum,22,words,False
it.wikipedia.org,Maria Teresa Cybo-Malaspina,81,words,False
it.wikipedia.org,Nakajō Fujisuke,18,words,False
it.wikipedia.org,Precollinear Park,34,words,False
it.wikipedia.org,Quinto Lollio Urbico,83,words,False
it.wikipedia.org,Sandy Kenyon,13,words,False
it.wikipedia.org,Scuola di nudo,90,words,False
it.wikipedia.org,Simona dalla Chiesa,15,words,False
it.wikipedia.org,Supercoppa di Germania 1992,73,words,False
it.wikipedia.org,Valentina Cernoia,61,words,False
it.wikipedia.org,Anthyllis vulneraria,21,words,False
it.wikipedia.org,Capestrano,98,words,False
it.wikipedia.org,Coopernic,340,words,True
it.wikipedia.org,Eugenio Bonivento,16,words,False
it.wikipedia.org,Ferrovia Digione-Vallorbe,245,words,False
it.wikipedia.org,Flag football ai Giochi mondiali 2025,39,words,False
it.wikipedia.org,Gary Chalk,8,words,False
it.wikipedia.org,Ghiacciaio Giridava,83,words,False
it.wikipedia.org,Giovanni Meloni,10,words,False
it.wikipedia.org,ISO 3166-3,512,words,True
it.wikipedia.org,Misty Oldland,16,words,False
it.wikipedia.org,NGC 2598,27,words,False
it.wikipedia.org,Ngu Facula,11,words,False
it.wikipedia.org,Ospedale Civile Maggiore,65,words,False
it.wikipedia.org,Three Rivers (Nuovo Messico),20,words,False
it.wikipedia.org,Trasporti e vie di comunicazione della zona di Imperia,62,words,False
it.wikipedia.org,Università Carlo Cattaneo,35,words,False
it.wikipedia.org,Unseen Forces,20,words,False
it.wikipedia.org,Victor Colomban Dreyer,26,words,False
it.wikipedia.org,Ángeles S.A.,16,words,False
it.wikipedia.org,15544 Hushicheng,38,words,False
it.wikipedia.org,Acanthochirana,42,words,False
it.wikipedia.org,Cantone di Saint-Aulaye,35,words,False
it.wikipedia.org,Chira (fiume),16,words,False
it.wikipedia.org,Condizionamento operante,34,words,False
it.wikipedia.org,Episodi di Zorro (serie televisiva 1990) (seconda stagione),16,words,False
it.wikipedia.org,Gherardo Amadei,38,words,False
it.wikipedia.org,Giulio De Benedetti,25,words,False
it.wikipedia.org,Giunta regionale,93,words,False
it.wikipedia.org,Holmes Osborne,11,words,False
it.wikipedia.org,Isole Fay,15,words,False
it.wikipedia.org,Lion-sur-Mer,18,words,False
it.wikipedia.org,Longpont,19,words,False
it.wikipedia.org,Monti Džardžanskij,35,words,False
it.wikipedia.org,NCAA Division I 2011,18,words,False
it.wikipedia.org,Pieve di San Pietro (Bagno a Ripoli),26,words,False
it.wikipedia.org,The Singles (Edguy),62,words,False
it.wikipedia.org,West Peoria,17,words,False
ja.wikipedia.org,12GEMs,184,chars,False
ja.wikipedia.org,AFCユース選手権1974,132,chars,False
ja.wikipedia.org,S/Normally,73,chars,False
ja.wikipedia.org,お楽しみ箱〜モノクロの虹〜,56,chars,False
ja.wikipedia.org,ぽかぽか森のラスカル,323,chars,False
ja.wikipedia.org,サングラーマグナンジャヤ王,139,chars,False
ja.wikipedia.org,サン・ビアージョ・サラチニスコ,87,chars,False
ja.wikipedia.org,スピリチュアル・ビースト,378,chars,False
ja.wikipedia.org,スルターン・ハーシム・アフマド・アッ＝ターイー,129,chars,False
ja.wikipedia.org,バルト・キングダム,124,chars,False
ja.wikipedia.org,ピペリジン,121,chars,False
ja.wikipedia.org,ライリー・ホヘパ,94,chars,False
ja.wikipedia.org,ロングマン現代アメリカ英語辞典,137,chars,False
ja.wikipedia.org,国鉄491系電車,118,chars,False
ja.wikipedia.org,大山裕,120,chars,False
ja.wikipedia.org,拓跋禄官,108,chars,False
ja.wikipedia.org,潭陽警察署,36,chars,False
ja.wikipedia.org,石橋幸太郎,101,chars,False
ja.wikipedia.org,胡 (春秋),42,chars,False
ja.wikipedia.org,陳,191,chars,False
ja.wikipedia.org,UEFAカンファレンスリーグ 2024-25 リーグフェーズ,219,chars,False
ja.wikipedia.org,うつくしま大橋,74,chars,False
ja.wikipedia.org,おたくのやどかり,32,chars,False
ja.wikipedia.org,アイスランド関係記事の一覧,32,chars,False
ja.wikipedia.org,アサンブレ・ナシオナル駅,168,chars,False
ja.wikipedia.org,ビビアン・バション,138,chars,False
ja.wikipedia.org,フロリン・ボルツァ,111,chars,False
ja.wikipedia.org,プロテインジスルフィドイソメラーゼ,247,chars,False
ja.wikipedia.org,北海道道293号温根別剣淵停車場線,83,chars,False
ja.wikipedia.org,夜警 (絵画),281,chars,False
ja.wikipedia.org,張江路駅,70,chars,False
ja.wikipedia.org,御難おむすび,285,chars,False
ja.wikipedia.org,日本ネットワークイネイブラー,178,chars,False
ja.wikipedia.org,海塚新八 (1847年生の実業家),133,chars,False
ja.wikipedia.org,潮見小学校,114,chars,False
ja.wikipedia.org,神大寺中央公園,114,chars,False
ja.wikipedia.org,竹内康浩 (アメリカ文学者),46,chars,False
ja.wikipedia.org,綿貫弘,61,chars,False
ja.wikipedia.org,諏訪 (多摩市),52,chars,False
ja.wikipedia.org,近江屋権九郎,36,chars,False
ja.wikipedia.org,2016年リオデジャネイロオリンピックのカンボジア選手団,132,chars,False
ja.wikipedia.org,JR東日本E217系電車,64,chars,False
ja.wikipedia.org,エリザベス・モス,190,chars,False
ja.wikipedia.org,キングダム2 遥かなる大地へ,145,chars,False
ja.wikipedia.org,サザエさん銅像,156,chars,False
ja.wikipedia.org,スティーヴン・ルート,75,chars,False
ja.wikipedia.org,タガメ亜科,191,chars,False
ja.wikipedia.org,ニュートン・ローウェル,214,chars,False
ja.wikipedia.org,メイクビリーヴ,87,chars,False
ja.wikipedia.org,二子町 (愛西市),31,chars,False
ja.wikipedia.org,佐志,6,chars,False
ja.wikipedia.org,土岐,7,chars,False
ja.wikipedia.org,在日サモア人,42,chars,False
ja.wikipedia.org,失われた地平線,283,chars,False
ja.wikipedia.org,東通村,31,chars,False
ja.wikipedia.org,清水 (福島市),36,chars,False
ja.wikipedia.org,神田隆久,63,chars,False
ja.wikipedia.org,裏木曽県立自然公園,67,chars,False
ja.wikipedia.org,超伝導サブミリ波リム放射サウンダ,203,chars,False
ja.wikipedia.org,開元寺 (泉州市),36,chars,False
ja.wikipedia.org,Memory Technology Device,545,chars,False
ja.wikipedia.org,VKF,82,chars,False
ja.wikipedia.org,アンドルー・デイヴィス,267,chars,False
ja.wikipedia.org,ウォールトン伯爵,343,chars,False
ja.wikipedia.org,シンカフェ,220,chars,False
ja.wikipedia.org,ダダル郡,120,chars,False
ja.wikipedia.org,ハリー・アーノルド,558,chars,True
ja.wikipedia.org,マウント・クーサ,113,chars,False
ja.wikipedia.org,モスクワ地下鉄爆破テロ,219,chars,False
ja.wikipedia.org,リトアニア王国 (1251年-1263年),235,chars,False
ja.wikipedia.org,上山盆地,33,chars,False
ja.wikipedia.org,人皮,33,chars,False
ja.wikipedia.org,山口新生児ビタミンK欠乏性出血症死亡事故,120,chars,False
ja.wikipedia.org,昭和天皇の戦争責任論,269,chars,False
ja.wikipedia.org,村山彩希,120,chars,False
ja.wikipedia.org,松乃木神社,256,chars,False
ja.wikipedia.org,江風型駆逐艦,38,chars,False
ja.wikipedia.org,渡部行雄,87,chars,False
ja.wikipedia.org,独立記念日 (ラトビア),95,chars,False
ja.wikipedia.org,蓮華峯寺,44,chars,False
ja.wikipedia.org,(17431) サント＝コロンブ,144,chars,False
ja.wikipedia.org,StrongARM,110,chars,False
ja.wikipedia.org,アイザック・フェリス,95,chars,False
ja.wikipedia.org,イバイガネ,185,chars,False
ja.wikipedia.org,スーパーロボット大戦D,262,chars,False
ja.wikipedia.org,ハイアール,114,chars,False
ja.wikipedia.org,フューネラル (映画),154,chars,False
ja.wikipedia.org,ボイン (俗語),860,chars,True
ja.wikipedia.org,三遊亭青森,54,chars,False
ja.wikipedia.org,星のカービィ (高瀬美恵の小説),67,chars,False
ja.wikipedia.org,春日井市立岩成台小学校,72,chars,False
ja.wikipedia.org,東条城 (曖昧さ回避),144,chars,False
ja.wikipedia.org,松沢盛茂,77,chars,False
ja.wikipedia.org,沢寿郎,73,chars,False
ja.wikipedia.org,法嗣経,133,chars,False
ja.wikipedia.org,溝口直亮,95,chars,False
ja.wikipedia.org,猇亭区,34,chars,False
ja.wikipedia.org,産経新聞東京本社,352,chars,False
ja.wikipedia.org,福岡県立田川高等学校,129,chars,False
ja.wikipedia.org,高見享介,22,chars,False
ja.wikipedia.org,2014年NRW杯,121,chars,False
ja.wikipedia.org,UKR,31,chars,False
ja.wikipedia.org,ふるぽん,82,chars,False
ja.wikipedia.org,カルロ (カラブリア公),102,chars,False
ja.wikipedia.org,カート・シオドマク,121,chars,False
ja.wikipedia.org,ガレスピー,135,chars,False
ja.wikipedia.org,キリスト教の魂により見つめられるキリスト,397,chars,False
ja.wikipedia.org,サンロード青森,196,chars,False
ja.wikipedia.org,シルヴィウス・ブラボー,300,chars,False
ja.wikipedia.org,ジョージ・ケリー (野球),167,chars,False
ja.wikipedia.org,タマーラ・トゥマーノワ,462,chars,False
ja.wikipedia.org,デヴィッド・ロウ (作曲家),119,chars,False
ja.wikipedia.org,ドリフトスピリッツ,111,chars,False
ja.wikipedia.org,モルニ賞,178,chars,False
ja.wikipedia.org,切山 (島田市),19,chars,False
ja.wikipedia.org,千田貞雄,77,chars,False
ja.wikipedia.org,大島淳史,52,chars,False
ja.wikipedia.org,星野愷,73,chars,False
ja.wikipedia.org,桐さと実,95,chars,False
ja.wikipedia.org,菊崎貫一,126,chars,False
ja.wikipedia.org,A24,3,chars,False
ja.wikipedia.org,Big Wave〜波に乗れ!ナゴヤの地デジ,166,chars,False
ja.wikipedia.org,LLSVP,274,chars,False
ja.wikipedia.org,カルコ,60,chars,False
ja.wikipedia.org,クロード・ヴィニョン,116,chars,False
ja.wikipedia.org,グマ村,106,chars,False
ja.wikipedia.org,サモテリウム,393,chars,False
ja.wikipedia.org,セネガル川,229,chars,False
ja.wikipedia.org,ツォゼルグ,531,chars,False
ja.wikipedia.org,ナザレス (バンド),92,chars,False
ja.wikipedia.org,ペランパネル,315,chars,False
ja.wikipedia.org,リチャード・シェファード,91,chars,False
ja.wikipedia.org,ロリス・チェクナヴォリアン,120,chars,False
ja.wikipedia.org,ヴィットーリア,103,chars,False
ja.wikipedia.org,一貫性 (単位系),498,chars,False
ja.wikipedia.org,巴山駅,180,chars,False
ja.wikipedia.org,福田朋英,123,chars,False
ja.wikipedia.org,音の犯罪捜査官 響奈津子,98,chars,False
ja.wikipedia.org,高木章,112,chars,False
ja.wikipedia.org,齊藤陽介,82,chars,False
ja.wikipedia.org,SBS杯連勝囲碁最強戦,99,chars,False
ja.wikipedia.org,オーディン古細菌,164,chars,False
ja.wikipedia.org,カレリアントレインズSm6電車,855,chars,True
ja.wikipedia.org,ガンダムF90 (架空の兵器),369,chars,False
ja.wikipedia.org,ジョンデル・カディス,126,chars,False
ja.wikipedia.org,デウソン神戸,89,chars,False
ja.wikipedia.org,トリリオンカット,105,chars,False
ja.wikipedia.org,ヴルシェツ,660,chars,True
ja.wikipedia.org,兵庫県立飾磨工業高等学校,126,chars,False
ja.wikipedia.org,小松食品 (曖昧さ回避),280,chars,False
ja.wikipedia.org,横島 (広島県福山市),19,chars,False
ja.wikipedia.org,浅岡雄也,143,chars,False
ja.wikipedia.org,清須料金所,56,chars,False
ja.wikipedia.org,獣の数字,128,chars,False
ja.wikipedia.org,画像処理,139,chars,False
ja.wikipedia.org,石橋直,74,chars,False
ja.wikipedia.org,第2次岸田内閣,138,chars,False
ja.wikipedia.org,都留勝利,56,chars,False
ja.wikipedia.org,重砲のプレゼント,102,chars,False
ja.wikipedia.org,オレイサ (カンザス州),266,chars,False
ja.wikipedia.org,ガンビア (軽巡洋艦),71,chars,False
ja.wikipedia.org,ニキータ (テレビドラマ),278,chars,False
ja.wikipedia.org,フォーブス・マーチ,63,chars,False
ja.wikipedia.org,三菱・ショーグン,159,chars,False
ja.wikipedia.org,倫雅美術奨励賞,226,chars,False
ja.wikipedia.org,八幡社古墳群,55,chars,False
ja.wikipedia.org,劇団ワンツーワークス,219,chars,False
ja.wikipedia.org,加藤海運,62,chars,False
ja.wikipedia.org,岩堀せり,90,chars,False
ja.wikipedia.org,嶺井美穂,159,chars,False
ja.wikipedia.org,川上冬崖,120,chars,False
ja.wikipedia.org,旭川赤十字病院,39,chars,False
ja.wikipedia.org,朝山正悟,163,chars,False
ja.wikipedia.org,甲状腺,83,chars,False
ja.wikipedia.org,石川県道122号加賀笠間停車場線,65,chars,False
ja.wikipedia.org,藤井寺市立藤井寺中学校,52,chars,False
ja.wikipedia.org,豊竹団司,319,chars,False
ja.wikipedia.org,香川県道184号綾川府中線,65,chars,False
ja.wikipedia.org,高良崚太,49,chars,False
ja.wikipedia.org,NFL50インターセプト以上選手の一覧,81,chars,False
ja.wikipedia.org,VC福岡,120,chars,False
ja.wikipedia.org,たったひとつのたからもの,179,chars,False
ja.wikipedia.org,なっちゃん家,180,chars,False
ja.wikipedia.org,はじかみ,93,chars,False
ja.wikipedia.org,アサニー・ワサン,64,chars,False
ja.wikipedia.org,オールドクロウ,607,chars,True
ja.wikipedia.org,デスザラス,79,chars,False
ja.wikipedia.org,フィリップス郡 (モンタナ州),260,chars,False
ja.wikipedia.org,フリッツ・ホフマン・ラ・ロシュ,115,chars,False
ja.wikipedia.org,マルケルス2世 (ローマ教皇),505,chars,False
ja.wikipedia.org,ヴェロニク (ロケット),30,chars,False
ja.wikipedia.org,南多夫施駅,76,chars,False
ja.wikipedia.org,岩本乃蒼,42,chars,False
ja.wikipedia.org,於夫羅,121,chars,False
ja.wikipedia.org,武井政二,59,chars,False
ja.wikipedia.org,芦北町立吉尾小学校,93,chars,False
ja.wikipedia.org,藤田元治,58,chars,False
ja.wikipedia.org,高橋橘太郎,64,chars,False
ja.wikipedia.org,高須順一,140,chars,False
ru.wikipedia.org,"Адамс, Никола",40,words,False
ru.wikipedia.org,Бозша (Павлодарская область),21,words,False
ru.wikipedia.org,Буханка,23,words,False
ru.wikipedia.org,"Вацик, Павел Иванович",37,words,False
ru.wikipedia.org,Вронский,35,words,False
ru.wikipedia.org,"Д’Агюяр, Фред",12,words,False
ru.wikipedia.org,Инструкция (информатика),210,words,False
ru.wikipedia.org,История евреев в Исландии,32,words,False
ru.wikipedia.org,Марго,10,words,False
ru.wikipedia.org,Мичуриновка (Крым),21,words,False
ru.wikipedia.org,Особняк Фрика,131,words,False
ru.wikipedia.org,Психоз 2 (роман),98,words,False
ru.wikipedia.org,"Смит, Янине",24,words,False
ru.wikipedia.org,Старый Майдан (Львовская область),36,words,False
ru.wikipedia.org,"Телфер, Райан",16,words,False
ru.wikipedia.org,Хами (пустыня),47,words,False
ru.wikipedia.org,Храм Свято-казанской иконы Божией Матери,14,words,False
ru.wikipedia.org,Царичина,20,words,False
ru.wikipedia.org,Шлюха 2,27,words,False
ru.wikipedia.org,Элергытгын,97,words,False
ru.wikipedia.org,2025 год в науке,10,words,False
ru.wikipedia.org,MC Вспышкин,122,words,False
ru.wikipedia.org,"Ашеров, Акива Товиевич",25,words,False
ru.wikipedia.org,Багамские Острова на летних Олимпийских играх 2004,37,words,False
ru.wikipedia.org,Беркакит (станция),23,words,False
ru.wikipedia.org,"Вамперс, Жан-Мари",29,words,False
ru.wikipedia.org,Война в Западной Сахаре,69,words,False
ru.wikipedia.org,"Вотерс, Жозеф",30,words,False
ru.wikipedia.org,Город под названием Милосердие,263,words,False
ru.wikipedia.org,"Здрестов, Степан Михайлович",39,words,False
ru.wikipedia.org,Кабанабона,34,words,False
ru.wikipedia.org,"Кожевников, Михаил",25,words,False
ru.wikipedia.org,Население Хабаровского края,25,words,False
ru.wikipedia.org,Оптиконевромиелит,489,words,True
ru.wikipedia.org,"Пак, Николай (Герой Социалистического Труда, 1951)",31,words,False
ru.wikipedia.org,Патхумтхани (значения),16,words,False
ru.wikipedia.org,"Перкинс, Оз",62,words,False
ru.wikipedia.org,Трилогия Генрика Сенкевича,73,words,False
ru.wikipedia.org,Фторид никеля(IV),17,words,False
ru.wikipedia.org,"Чухнов, Евгений Александрович",12,words,False
ru.wikipedia.org,(3180) Морган,33,words,False
ru.wikipedia.org,Kokotschashvilia eberhardi,95,words,False
ru.wikipedia.org,MN Волос Вероники,35,words,False
ru.wikipedia.org,NGC 3662,53,words,False
ru.wikipedia.org,Белица (Силистренская область),19,words,False
ru.wikipedia.org,Войны Империй,38,words,False
ru.wikipedia.org,Диселенид гольмия,13,words,False
ru.wikipedia.org,Зинн,44,words,False
ru.wikipedia.org,Лагутовка (Башкортостан),16,words,False
ru.wikipedia.org,"Лешерн фон Герценфельд, Иван Карлович",26,words,False
ru.wikipedia.org,"Любовь после полудня (фильм, 1972)",19,words,False
ru.wikipedia.org,"Маркин, Владимир Ильич",49,words,False
ru.wikipedia.org,Орден «Знамя Труда» (ГДР),7,words,False
ru.wikipedia.org,Сахтурис,40,words,False
ru.wikipedia.org,Старая Михайловка (Полтавская область),27,words,False
ru.wikipedia.org,Суперкубок УЕФА 2022,43,words,False
ru.wikipedia.org,Т-скан,168,words,False
ru.wikipedia.org,"Федякин, Андрей Анатольевич",101,words,False
ru.wikipedia.org,"Фомин, Александр Васильевич (генерал)",56,words,False
ru.wikipedia.org,"Хобарт, Джон, 2-й граф Бакингемшир",25,words,False
ru.wikipedia.org,1279 год,37,words,False
ru.wikipedia.org,Chondrocladia lyra,118,words,False
ru.wikipedia.org,"Белоглазова, Ольга Александровна",12,words,False
ru.wikipedia.org,Большие Ремезёнки,23,words,False
ru.wikipedia.org,Большое Щапово,19,words,False
ru.wikipedia.org,Бурич,92,words,False
ru.wikipedia.org,Ветреничка алтайская,15,words,False
ru.wikipedia.org,Голод в СССР (1932—1933),39,words,False
ru.wikipedia.org,Гразульф II,18,words,False
ru.wikipedia.org,Завтрак гребцов,27,words,False
ru.wikipedia.org,"Консепсьон (департамент, Мисьонес)",31,words,False
ru.wikipedia.org,"Кушинг (тауншип, Миннесота)",18,words,False
ru.wikipedia.org,Майса,38,words,False
ru.wikipedia.org,Никола Зимний,40,words,False
ru.wikipedia.org,Новогутово,13,words,False
ru.wikipedia.org,"Н’Джи, Пьер Сарр",84,words,False
ru.wikipedia.org,"Павлов, Юрий Викторович",35,words,False
ru.wikipedia.org,Сатня,63,words,False
ru.wikipedia.org,Список населённых пунктов Оргеевского района,47,words,False
ru.wikipedia.org,Тёмная (приток Дорожной),72,words,False
ru.wikipedia.org,(3616) Глазунов,36,words,False
ru.wikipedia.org,Oxalis palmifrons,20,words,False
ru.wikipedia.org,The Legend of Heroes: Trails from Zero,136,words,False
ru.wikipedia.org,Unapologetic,376,words,True
ru.wikipedia.org,"Бесперстов, Яков Тарасович",37,words,False
ru.wikipedia.org,Брягово,19,words,False
ru.wikipedia.org,"Бьёрк, Стуре",70,words,False
ru.wikipedia.org,Вишнёвое (Волгоградская область),17,words,False
ru.wikipedia.org,Едлино (Пуховичский район),17,words,False
ru.wikipedia.org,Крутицкая улица,12,words,False
ru.wikipedia.org,"Линдай, Маркус",18,words,False
ru.wikipedia.org,Л’Этан-Вержи,29,words,False
ru.wikipedia.org,Межпроцессное взаимодействие,130,words,False
ru.wikipedia.org,Плерома (значения),69,words,False
ru.wikipedia.org,Потенца (река),85,words,False
ru.wikipedia.org,Стебель,21,words,False
ru.wikipedia.org,"Тонти, Альдо",23,words,False
ru.wikipedia.org,Ульяновка (Башмаковский район),18,words,False
ru.wikipedia.org,Хайди (опоссум),126,words,False
ru.wikipedia.org,Шафран долинный,19,words,False
ru.wikipedia.org,Melodifestivalen 2021,69,words,False
ru.wikipedia.org,National Western Life insurance company,85,words,False
ru.wikipedia.org,Боэссе,25,words,False
ru.wikipedia.org,Буралы (Илишевский район),17,words,False
ru.wikipedia.org,"Дьюлаи, Жолт",151,words,False
ru.wikipedia.org,Ерунаково,23,words,False
ru.wikipedia.org,Кипрская Стромынская икона Божией Матери,43,words,False
ru.wikipedia.org,"Кун, Карлтон",156,words,False
ru.wikipedia.org,Лемболово (деревня),11,words,False
ru.wikipedia.org,Любин (Злынковский район),27,words,False
ru.wikipedia.org,Марсиковетере,44,words,False
ru.wikipedia.org,Министерство транспорта Великобритании,27,words,False
ru.wikipedia.org,Патара-Гориджвари,15,words,False
ru.wikipedia.org,Первенство РСФСР по футболу среди сборных команд городов 1920,54,words,False
ru.wikipedia.org,Собор Святой Марии (Абердин),29,words,False
ru.wikipedia.org,Список объектов всемирного наследия ЮНЕСКО в Египте,72,words,False
ru.wikipedia.org,Ташпулат Хамид,59,words,False
ru.wikipedia.org,"Троцкий, Виталий Николаевич",23,words,False
ru.wikipedia.org,Ферзиково (станция),18,words,False
ru.wikipedia.org,"Фермор, Виллим Виллимович",51,words,False
ru.wikipedia.org,Long Distance Voyager,44,words,False
ru.wikipedia.org,Swing Life Away,141,words,False
ru.wikipedia.org,"Алло, Варшава!",16,words,False
ru.wikipedia.org,Голос моря,45,words,False
ru.wikipedia.org,Договор перестраховки,293,words,False
ru.wikipedia.org,Клируотер,11,words,False
ru.wikipedia.org,Конкурентный антагонист,367,words,True
ru.wikipedia.org,Конча Буйка,67,words,False
ru.wikipedia.org,Красный Пахарь (Смоленская область),68,words,False
ru.wikipedia.org,"Ляпина, Светлана Евгеньевна",51,words,False
ru.wikipedia.org,"Майер, Барбара (кёрлингистка)",36,words,False
ru.wikipedia.org,Майли (ледник),89,words,False
ru.wikipedia.org,"Майнек, Антал",20,words,False
ru.wikipedia.org,Прогонный (Ставропольский край),23,words,False
ru.wikipedia.org,Пулейигль,35,words,False
ru.wikipedia.org,"Райсуке, Джосайя",50,words,False
ru.wikipedia.org,"Рудаков, Леонид Николаевич",17,words,False
ru.wikipedia.org,Сальварсан,55,words,False
ru.wikipedia.org,Футурополис (поселение),47,words,False
ru.wikipedia.org,Хаджи-Магомед Уркарахский,11,words,False
ru.wikipedia.org,Coming Home (альбом Pain),25,words,False
ru.wikipedia.org,Euopisthobranchia,57,words,False
ru.wikipedia.org,Rogue Traders,160,words,False
ru.wikipedia.org,Surf’s Up,54,words,False
ru.wikipedia.org,Аршинья,29,words,False
ru.wikipedia.org,Бромид нептуния(III),20,words,False
ru.wikipedia.org,"Брынцев, Иван Михайлович",100,words,False
ru.wikipedia.org,Гора (Полтавский район),26,words,False
ru.wikipedia.org,"Долмат-Исайковский, Франтишек Янович",40,words,False
ru.wikipedia.org,Защита Беккера,20,words,False
ru.wikipedia.org,Императорский вальс,53,words,False
ru.wikipedia.org,Инцидентность (геометрия),371,words,True
ru.wikipedia.org,Колодезянское сельское поселение (Воронежская область),16,words,False
ru.wikipedia.org,"Котик, Валентин Александрович",38,words,False
ru.wikipedia.org,Ландыш майский,42,words,False
ru.wikipedia.org,Притирание,113,words,False
ru.wikipedia.org,Чегет,65,words,False
ru.wikipedia.org,"Чурилов, Юрий Иванович",51,words,False
ru.wikipedia.org,Шоптиколь,29,words,False
ru.wikipedia.org,Юная (станция),23,words,False
